-0.002191,-0.010632,-1.719433,57.000000,35.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
-0.011843,-0.000796,-1.706755,57.000000,35.000000,0.000000,0.000000,0.850000,0.150000,0.000000,0.000000
0.005799,-0.015220,-1.734369,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
-0.002191,-0.010632,-1.719433,57.000000,35.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
-0.002472,-0.010279,-1.716857,57.000000,35.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
-0.002472,-0.010279,-1.716857,57.000000,35.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
-0.000364,-0.009810,-1.714706,57.000000,35.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.007783,-0.018165,-1.731920,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.007783,-0.018165,-1.731920,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.005799,-0.015220,-1.734369,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
-0.002472,-0.010279,-1.716857,57.000000,35.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
-0.000364,-0.009810,-1.714706,57.000000,35.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.012148,-0.016779,-1.729379,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.007783,-0.018165,-1.731920,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.011604,-0.019846,-1.748704,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.005799,-0.015220,-1.734369,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.007783,-0.018165,-1.731920,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.007783,-0.018165,-1.731920,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.012148,-0.016779,-1.729379,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.015022,-0.022417,-1.747809,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.015022,-0.022417,-1.747809,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.011604,-0.019846,-1.748704,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.007783,-0.018165,-1.731920,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.012148,-0.016779,-1.729379,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.020775,-0.021645,-1.745617,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
